directory,filename,format,size (MB)
F:\Identificação Vacas\Cow Database\imagens\62,76.jpeg,.jpeg,0.4587535858154297
F:\Identificação Vacas\Cow Database\imagens\53,714.jpeg,.jpeg,0.4809236526489258
F:\Backup\Musicas\Selecionadas,Capital Inicial - Algum dia.mp3,.mp3,3.932828903198242
F:\Backup\Datasets\Downloads\VG100\VG_100K,2370560.jpg,.jpg,0.15543460845947266
F:\Backup\Datasets\Downloads\VG100\VG_100K,2350306.jpg,.jpg,0.12306022644042969
F:\Backup\Datasets\Downloads\VG100\VG_100K,2328240.jpg,.jpg,0.15296554565429688
F:\Backup\Datasets\Downloads\VG100\VG_100K,2329235.jpg,.jpg,0.1101369857788086
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2412597.jpg,.jpg,0.14044857025146484
F:\Identificação Vacas\Cow Database\imagens\56,167.jpeg,.jpeg,0.4767332077026367
F:\Identificação Vacas\Cow Database\imagens\47,309.jpeg,.jpeg,0.4680776596069336
F:\Backup\Datasets\Downloads\VG100\VG_100K,2325585.jpg,.jpg,0.1221303939819336
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2380063.jpg,.jpg,0.11003589630126953
F:\Backup\Datasets\Downloads\VG100\VG_100K,2376380.jpg,.jpg,0.100341796875
F:\Identificação Vacas\Cow Database\imagens\03,2011.jpeg,.jpeg,0.5069293975830078
F:\Backup\Datasets\Downloads\VG100\VG_100K,2369771.jpg,.jpg,0.12815380096435547
F:\Backup\Datasets\Downloads\VG100\VG_100K,2359352.jpg,.jpg,0.12459564208984375
F:\Backup\Datasets\Downloads\VG100\VG_100K,2376703.jpg,.jpg,0.11591434478759766
F:\Identificação Vacas\Cow Database\imagens\43,888.jpeg,.jpeg,0.47288990020751953
F:\Backup\Datasets\Downloads\VG100\VG_100K,713202.jpg,.jpg,0.3374052047729492
F:\Identificação Vacas\Cow Database\imagens\53,2043.jpeg,.jpeg,0.4953155517578125
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2409560.jpg,.jpg,0.1426553726196289
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Tensorflow\workspace\images\situações\situação 1\frase 7,f7p4 - tres.jpg,.jpg,0.2421741485595703
F:\Backup\Datasets\Downloads\VG100\VG_100K,2330411.jpg,.jpg,0.12166976928710938
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2392963.jpg,.jpg,0.11201095581054688
F:\Identificação Vacas\Cow Database\imagens\56,427.jpeg,.jpeg,0.4761505126953125
F:\Identificação Vacas\Cow Database\imagens\53,2173.jpeg,.jpeg,0.4847688674926758
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2400772.jpg,.jpg,0.15152740478515625
F:\Backup\Datasets\Downloads\VG100\VG_100K,2349640.jpg,.jpg,0.1371002197265625
F:\Identificação Vacas\Cow Database\imagens\54,257.jpeg,.jpeg,0.46596336364746094
F:\Backup\Datasets\Downloads\VG100\VG_100K,2323963.jpg,.jpg,0.15771007537841797
F:\Identificação Vacas\Cow Database\imagens\51,235.jpeg,.jpeg,0.4737071990966797
F:\Identificação Vacas\Cow Database\imagens\47,694.jpeg,.jpeg,0.43282032012939453
F:\Identificação Vacas\Cow Database\imagens\03,1887.jpeg,.jpeg,0.4896669387817383
F:\Backup\Datasets\Downloads\VG100\VG_100K,2332333.jpg,.jpg,0.11866092681884766
F:\Backup\Datasets\Downloads\VG100\VG_100K,2328932.jpg,.jpg,0.13718700408935547
F:\Identificação Vacas\Cow Database\imagens\39,301.jpeg,.jpeg,0.41785717010498047
F:\Backup\Datasets\Downloads\VG100\VG_100K,2361313.jpg,.jpg,0.12688732147216797
F:\Backup\Datasets\Downloads\VG100\VG_100K,2354323.jpg,.jpg,0.1314678192138672
F:\Identificação Vacas\Cow Database\imagens\53,1654.jpeg,.jpeg,0.4885416030883789
F:\Identificação Vacas\Cow Database\imagens\42,1823.jpeg,.jpeg,0.47173595428466797
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2400373.jpg,.jpg,0.13415813446044922
F:\Backup\Datasets\descartadas\distância,000000326083.jpg,.jpg,0.27294921875
F:\Identificação Vacas\Cow Database\imagens\72,6.jpeg,.jpeg,0.4428434371948242
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2410066.jpg,.jpg,0.1387615203857422
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Dataset\Tamanho original\Gerais\cair,cair - 20 - b.jpg,.jpg,0.17137813568115234
F:\Backup\Datasets\Downloads\VG100\VG_100K,2319435.jpg,.jpg,0.2140798568725586
F:\Backup\Datasets\Downloads\VG100\VG_100K,2347741.jpg,.jpg,0.12591838836669922
F:\Backup\Datasets\Downloads\VG100\VG_100K,1591935.jpg,.jpg,0.38019847869873047
F:\Backup\Datasets\Downloads\VG100\VG_100K,2356808.jpg,.jpg,0.14167118072509766
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2408027.jpg,.jpg,0.16020488739013672
F:\Identificação Vacas\Cow Database\imagens\03,3069.jpeg,.jpeg,0.4732065200805664
F:\Identificação Vacas\Cow Database\imagens\37,471.jpeg,.jpeg,0.4951457977294922
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2380209.jpg,.jpg,0.10370445251464844
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2385979.jpg,.jpg,0.12908554077148438
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Dataset\Tamanho original\Gerais\mostrar,mostrar - 16 - b.jpg,.jpg,0.130035400390625
F:\Backup\Datasets\Downloads\VG100\VG_100K,2321464.jpg,.jpg,0.14431095123291016
F:\Identificação Vacas\Cow Database\imagens\12,53.jpeg,.jpeg,0.46886730194091797
F:\Backup\Datasets\Downloads\VG100\VG_100K,2375654.jpg,.jpg,0.1377849578857422
F:\Identificação Vacas\Cow Database\imagens\51,1579.jpeg,.jpeg,0.47676753997802734
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2412860.jpg,.jpg,0.1534738540649414
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2399649.jpg,.jpg,0.12639999389648438
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2401422.jpg,.jpg,0.14748382568359375
F:\Backup\Datasets\Cow Calf Pictures _ Download Free Images on\vacas\Vaca,photo-1571938574727-cd5ea31dafbd.jpg,.jpg,5.577098846435547
F:\Backup\Datasets\Downloads\VG100\VG_100K,2327580.jpg,.jpg,0.11193561553955078
F:\Identificação Vacas\Cow Database\imagens\53,3469.jpeg,.jpeg,0.4891357421875
F:\Backup\Datasets\Downloads\VG100\VG_100K,498268.jpg,.jpg,0.3782014846801758
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2405860.jpg,.jpg,0.14207077026367188
F:\Backup\Datasets\Downloads\VG100\VG_100K,2330433.jpg,.jpg,0.22600078582763672
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Dataset\Tamanho original\Numeros\seis,seis - 16 - b.jpg,.jpg,0.15030479431152344
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2390385.jpg,.jpg,0.12158393859863281
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2400936.jpg,.jpg,0.18263816833496094
F:\Backup\Datasets\Downloads\VG100\VG_100K,285649.jpg,.jpg,0.28591060638427734
F:\Identificação Vacas\Cow Database\imagens\03,2371.jpeg,.jpeg,0.47622203826904297
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2403058.jpg,.jpg,0.1603374481201172
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2392067.jpg,.jpg,0.1740579605102539
F:\Backup\Datasets\Cow Calf Pictures _ Download Free Images on\descartadas,photo-1585799570804-bbe05153c366.jpg,.jpg,6.688931465148926
F:\Backup\Datasets\Cow Calf Pictures _ Download Free Images on\vacas\Vaca,medium (80).jpg,.jpg,0.10682964324951172
F:\Backup\Datasets\Downloads\VG100\VG_100K,2322974.jpg,.jpg,0.12122344970703125
F:\Backup\Datasets\Downloads\VG100\VG_100K,2335455.jpg,.jpg,0.1288318634033203
F:\Identificação Vacas\Cow Database\imagens\56,1331.jpeg,.jpeg,0.4836883544921875
F:\Backup\Datasets\Downloads\VG100\VG_100K,2339396.jpg,.jpg,0.11746788024902344
F:\Identificação Vacas\Cow Database\imagens\58,92.jpeg,.jpeg,0.4621086120605469
F:\Identificação Vacas\Cow Database\imagens\77,3168.jpeg,.jpeg,0.4387655258178711
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2396399.jpg,.jpg,0.14013671875
F:\Backup\Datasets\Downloads\VG100\VG_100K,2342637.jpg,.jpg,0.13965511322021484
F:\Identificação Vacas\Cow Database\imagens\53,1442.jpeg,.jpeg,0.43711376190185547
F:\Backup\Datasets\Downloads\VG100\VG_100K,713361.jpg,.jpg,0.5453109741210938
F:\Backup\Datasets\Downloads\VG100\VG_100K,2349306.jpg,.jpg,0.18214893341064453
F:\Backup\Datasets\Downloads\VG100\VG_100K,2317400.jpg,.jpg,0.14839935302734375
F:\Backup\Datasets\Downloads\VG100\VG_100K,2371697.jpg,.jpg,0.14185619354248047
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2397163.jpg,.jpg,0.12206554412841797
F:\Backup\Datasets\Downloads\VG100\VG_100K,2325170.jpg,.jpg,0.11011695861816406
F:\Identificação Vacas\Cow Database\imagens\58,110.jpeg,.jpeg,0.4787912368774414
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2385866.jpg,.jpg,0.12637615203857422
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2380862.jpg,.jpg,0.15918922424316406
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Dataset\Tamanho original\Gerais\negativo,negativo - 10 - m.jpg,.jpg,0.25313377380371094
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2388235.jpg,.jpg,0.12790966033935547
F:\Identificação Vacas\Cow Database\imagens\45,107.jpeg,.jpeg,0.3782520294189453
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2385058.jpg,.jpg,0.12312030792236328
F:\Backup\Datasets\Downloads\VG100\VG_100K,2334845.jpg,.jpg,0.10730457305908203
F:\Backup\Datasets\Downloads\VG100\VG_100K,2343049.jpg,.jpg,0.11472797393798828
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2409288.jpg,.jpg,0.10790157318115234
F:\Backup\Datasets\Downloads\VG100\VG_100K,2354381.jpg,.jpg,0.10474967956542969
F:\Backup\Datasets\Downloads\VG100\VG_100K,2323672.jpg,.jpg,0.1525115966796875
F:\Backup\Datasets\Downloads\VG100\VG_100K,1159703.jpg,.jpg,0.3709688186645508
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Dataset\Tamanho original\Gerais\moca,moca - 14 - b.jpg,.jpg,0.12191104888916016
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2389570.jpg,.jpg,0.1806039810180664
F:\Backup\Datasets\Downloads\VG100\VG_100K,1591990.jpg,.jpg,0.3909425735473633
F:\Backup\Datasets\Downloads\VG100\VG_100K,2358054.jpg,.jpg,0.16965198516845703
F:\Backup\Datasets\descartadas\Dimensões baixas,000000188798.jpg,.jpg,0.1742877960205078
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2406198.jpg,.jpg,0.17600250244140625
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2405124.jpg,.jpg,0.12500953674316406
F:\Identificação Vacas\Cow Database\imagens\26,1517.jpeg,.jpeg,0.4619560241699219
F:\Identificação Vacas\Cow Database\imagens\26,1055.jpeg,.jpeg,0.46072959899902344
F:\Backup\Datasets\Downloads\VG100\VG_100K,2373085.jpg,.jpg,0.1175537109375
F:\Backup\Datasets\Downloads\VG100\VG_100K,2330784.jpg,.jpg,0.11960315704345703
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2379052.jpg,.jpg,0.16828441619873047
F:\Backup\Datasets\Downloads\VG100\VG_100K,2323682.jpg,.jpg,0.12026500701904297
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2390559.jpg,.jpg,0.14821529388427734
F:\Backup\Datasets\Downloads\VG100\VG_100K,2330502.jpg,.jpg,0.1295337677001953
F:\Backup\Datasets\Downloads\VG100\VG_100K,2320957.jpg,.jpg,0.110931396484375
F:\Identificação Vacas\Cow Database\imagens\03,2328.jpeg,.jpeg,0.4795198440551758
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2397712.jpg,.jpg,0.13820838928222656
F:\Backup\Datasets\Downloads\VG100\VG_100K,2339299.jpg,.jpg,0.14940547943115234
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2403874.jpg,.jpg,0.10135269165039062
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,1179.jpg,.jpg,0.16103172302246094
F:\Iniciação Científica\Happy Cow ID\Detecção de Faces\Datasets\train-rotuladas-unsplash,face_1408.jpg,.jpg,1.1866884231567383
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2416578.jpg,.jpg,0.10419559478759766
F:\Iniciação Científica\Happy Cow ID\Detecção de Faces\Datasets\train-rotuladas-unsplash,face_467.jpg,.jpg,3.6119775772094727
F:\Backup\Datasets\Downloads\VG100\VG_100K,2321583.jpg,.jpg,0.13972854614257812
F:\Backup\Datasets\Downloads\VG100\VG_100K,2318677.jpg,.jpg,0.11703205108642578
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Dataset\Tamanho original\Numeros\quatro,quatro - 13 - m.jpg,.jpg,0.19059467315673828
F:\Backup\Datasets\Downloads\VG100\VG_100K,2316200.jpg,.jpg,0.1222543716430664
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2403626.jpg,.jpg,0.16219806671142578
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2396954.jpg,.jpg,0.10186958312988281
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2404933.jpg,.jpg,0.11603164672851562
F:\Backup\Datasets\Downloads\VG100\VG_100K,497935.jpg,.jpg,0.4851055145263672
F:\Identificação Vacas\Cow Database\imagens\36,5.jpeg,.jpeg,0.46286869049072266
F:\Backup\Datasets\Downloads\VG100\VG_100K,2361688.jpg,.jpg,0.12715816497802734
F:\Backup\Datasets\Downloads\VG100\VG_100K,2363146.jpg,.jpg,0.13804244995117188
F:\Backup\Datasets\Cow Calf Pictures _ Download Free Images on\vacas\Vaca,photo-1620811004671-40b81b6f6978.jpg,.jpg,12.168643951416016
F:\Iniciação Científica\Happy Cow ID\Apresentação,"Example of IEEEtran.cls, adapted for Sibgrapi 2021.zip",.zip,18.501463890075684
F:\Backup\Datasets\Downloads\VG100\VG_100K,2341730.jpg,.jpg,0.1471233367919922
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,3952.jpg,.jpg,0.10486412048339844
F:\Backup\Datasets\Downloads\VG100\VG_100K,2344275.jpg,.jpg,0.11956501007080078
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2398328.jpg,.jpg,0.13195037841796875
F:\Identificação Vacas\Cow Database\imagens\26,412.jpeg,.jpeg,0.44052982330322266
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2388030.jpg,.jpg,0.12805652618408203
F:\Backup\Datasets\Downloads\VG100\VG_100K,2332777.jpg,.jpg,0.15275287628173828
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2407589.jpg,.jpg,0.10642147064208984
F:\Backup\Datasets\Downloads\VG100\VG_100K,2361752.jpg,.jpg,0.1641063690185547
F:\Identificação Vacas\Cow Database\imagens\03,2466.jpeg,.jpeg,0.47725486755371094
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2387694.jpg,.jpg,0.1713714599609375
F:\Identificação Vacas\Cow Database\imagens\47,493.jpeg,.jpeg,0.4998188018798828
F:\Backup\Datasets\Downloads\VG100\VG_100K,2324897.jpg,.jpg,0.15150737762451172
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2388892.jpg,.jpg,0.14454078674316406
F:\Backup\Datasets\Downloads\VG100\VG_100K,1592943.jpg,.jpg,0.36650943756103516
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2382528.jpg,.jpg,0.10966873168945312
F:\Backup\Datasets\Downloads\VG100\VG_100K,2356115.jpg,.jpg,0.14696502685546875
F:\Backup\Datasets\Downloads\VG100\VG_100K,2356054.jpg,.jpg,0.11622238159179688
F:\Backup\Datasets\Downloads\VG100\VG_100K,2359414.jpg,.jpg,0.1565408706665039
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2414139.jpg,.jpg,0.15884017944335938
F:\Backup\Datasets\Downloads\VG100\VG_100K,2343387.jpg,.jpg,0.10835552215576172
F:\Backup\Datasets\Downloads\VG100\VG_100K,2351132.jpg,.jpg,0.20646095275878906
F:\Identificação Vacas\Cow Database\imagens\47,592.jpeg,.jpeg,0.41216564178466797
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2409890.jpg,.jpg,0.13236141204833984
F:\Backup\Datasets\Downloads\VG100\VG_100K,2328647.jpg,.jpg,0.10310077667236328
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2378920.jpg,.jpg,0.1892099380493164
F:\Identificação Vacas\Cow Database\imagens\80,39.jpeg,.jpeg,0.4559030532836914
F:\Backup\Datasets\Downloads\VG100\VG_100K,2320571.jpg,.jpg,0.14761734008789062
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Dataset\Tamanho original\Hospitalar\gripe,gripe - 10 - m.jpg,.jpg,0.17878341674804688
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2393432.jpg,.jpg,0.11315059661865234
F:\Backup\Datasets\Downloads\VG100\VG_100K,2330882.jpg,.jpg,0.1385326385498047
F:\Identificação Vacas\Cow Database\imagens\26,971.jpeg,.jpeg,0.4358501434326172
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2412476.jpg,.jpg,0.1304340362548828
F:\Identificação Vacas\Cow Database\imagens\03,230.jpeg,.jpeg,0.4501619338989258
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2388100.jpg,.jpg,0.13669967651367188
F:\Backup\Datasets\Downloads\VG100\VG_100K,2336682.jpg,.jpg,0.10938644409179688
F:\Backup\Datasets\Downloads\VG100\VG_100K,498015.jpg,.jpg,0.12896728515625
F:\Backup\Datasets\Downloads\VG100\VG_100K,2359679.jpg,.jpg,0.10394668579101562
F:\Backup\Datasets\Downloads\VG100\VG_100K,2358881.jpg,.jpg,0.10116958618164062
F:\Backup\Musicas\Selecionadas,Seu Pereira e Coletivo 401 - Eu Não Sou Boa Influência pra Você.mp3,.mp3,7.295795440673828
F:\Backup\Datasets\Downloads\VG100\VG_100K,2376318.jpg,.jpg,0.10921764373779297
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2388685.jpg,.jpg,0.12380313873291016
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2402630.jpg,.jpg,0.15634918212890625
F:\Backup\Datasets\Downloads\VG100\VG_100K,713518.jpg,.jpg,1.1311445236206055
F:\Backup\Datasets\Downloads\VG100\VG_100K,2338681.jpg,.jpg,0.1542205810546875
F:\Backup\Datasets\Downloads\VG100\VG_100K,2375825.jpg,.jpg,0.11832237243652344
F:\Backup\Datasets\Downloads\VG100\VG_100K,2349093.jpg,.jpg,0.15027904510498047
F:\Backup\Datasets\Downloads\VG100\VG_100K,713654.jpg,.jpg,0.2755765914916992
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2386947.jpg,.jpg,0.10264015197753906
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2391263.jpg,.jpg,0.1460409164428711
F:\Backup\Datasets\Downloads\VG100\VG_100K,2327790.jpg,.jpg,0.15268516540527344
F:\Backup\Datasets\Downloads\VG100\VG_100K,2351045.jpg,.jpg,0.13148117065429688
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2400059.jpg,.jpg,0.11125946044921875
F:\Backup\Datasets\Downloads\VG100\VG_100K,2373726.jpg,.jpg,0.14793682098388672
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2386415.jpg,.jpg,0.11143779754638672
F:\Backup\Datasets\Downloads\VG100\VG_100K,2337993.jpg,.jpg,0.12118244171142578
F:\Backup\Datasets\Downloads\VG100\VG_100K,2339363.jpg,.jpg,0.10034465789794922
F:\Identificação Vacas\Cow Database\imagens\45,115.jpeg,.jpeg,0.3827171325683594
F:\Backup\Datasets\Downloads\VG100\VG_100K,2359146.jpg,.jpg,0.10408973693847656
F:\Identificação Vacas\Cow Database\imagens\51,1571.jpeg,.jpeg,0.4802665710449219
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2403186.jpg,.jpg,0.11679744720458984
F:\Backup\Datasets\Downloads\VG100\VG_100K,2315682.jpg,.jpg,0.14650440216064453
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2400312.jpg,.jpg,0.1506948471069336
F:\Backup\Datasets\Downloads\VG100\VG_100K,2325224.jpg,.jpg,0.1140289306640625
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2390376.jpg,.jpg,0.1503753662109375
F:\Backup\Datasets\Downloads\VG100\VG_100K,2363696.jpg,.jpg,0.100189208984375
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2415764.jpg,.jpg,0.11977767944335938
F:\Backup\Datasets\Downloads\VG100\VG_100K,2343983.jpg,.jpg,0.13953304290771484
F:\Backup\Datasets\Downloads\VG100\VG_100K,2363705.jpg,.jpg,0.13657379150390625
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Scripts\Resize and relabel images\Originais,tosse - 7 - b.jpg,.jpg,0.110198974609375
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2403150.jpg,.jpg,0.1381216049194336
F:\Backup\Datasets\Downloads\VG100\VG_100K,2370611.jpg,.jpg,0.1554117202758789
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2402644.jpg,.jpg,0.13306236267089844
F:\Identificação Vacas\Cow Database\imagens\51,2529.jpeg,.jpeg,0.4897899627685547
F:\Backup\Datasets\Downloads\VG100\VG_100K,2341317.jpg,.jpg,0.1019287109375
F:\Identificação Vacas\Cow Database\imagens\42,783.jpeg,.jpeg,0.494964599609375
F:\Backup\Datasets\Downloads\VG100\VG_100K,2355282.jpg,.jpg,0.1469278335571289
F:\Backup\Datasets\Downloads\VG100\VG_100K,2360480.jpg,.jpg,0.11977005004882812
F:\Backup\Datasets\Downloads\VG100\VG_100K,2344416.jpg,.jpg,0.16643047332763672
F:\Backup\Datasets\Downloads\VG100\VG_100K,2347451.jpg,.jpg,0.11457252502441406
F:\Backup\Datasets\Downloads\VG100\VG_100K,2373970.jpg,.jpg,0.10788631439208984
F:\Backup\Datasets\Downloads\VG100\VG_100K,2324775.jpg,.jpg,0.15129852294921875
F:\Backup\Datasets\Cow Calf Pictures _ Download Free Images on\vacas\Bezerro,photo-1536156409794-f26aeb182799.jpg,.jpg,6.90144157409668
F:\Identificação Vacas\Cow Database\imagens\54,203.jpeg,.jpeg,0.4661216735839844
F:\Backup\Datasets\Downloads\VG100\VG_100K,2348152.jpg,.jpg,0.12913131713867188
F:\Backup\Datasets\Downloads\VG100\VG_100K,2357037.jpg,.jpg,0.15080928802490234
F:\Backup\Datasets\Downloads\VG100\VG_100K,2348274.jpg,.jpg,0.11798572540283203
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2379543.jpg,.jpg,0.1775970458984375
F:\Iniciação Científica\Artigo - Class-Based Adaptive Training for Facial Expression Recognition using an AttentionConvolution Network\checkpoints\08-03-2022\vggnet_12-9,cf_matrix_ft.jpg,.jpg,0.7892522811889648
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2398830.jpg,.jpg,0.3122119903564453
F:\Identificação Vacas\Cow Database\imagens\03,204.jpeg,.jpeg,0.45417308807373047
F:\Backup\Datasets\Downloads\VG100\VG_100K,2331138.jpg,.jpg,0.10041427612304688
F:\Backup\Datasets\Downloads\VG100\VG_100K,2362228.jpg,.jpg,0.10080242156982422
F:\Backup\Datasets\Downloads\VG100\VG_100K,2348744.jpg,.jpg,0.12937450408935547
F:\Backup\Datasets\Downloads\VG100\VG_100K,2353273.jpg,.jpg,0.13107681274414062
F:\Identificação Vacas\Cow Database\imagens\51,205.jpeg,.jpeg,0.47884464263916016
F:\Iniciação Científica\Artigo - Class-Based Adaptive Training for Facial Expression Recognition using an AttentionConvolution Network\checkpoints\com modelo\vggnet_stn_9-9,epoch_350.pt,.pt,115.72028827667236
F:\Backup\Datasets\Downloads\VG100\VG_100K,2363484.jpg,.jpg,0.14827346801757812
F:\Backup\Datasets\Downloads\VG100\VG_100K,2344198.jpg,.jpg,0.11706733703613281
F:\Backup\Datasets\Downloads\VG100\VG_100K,2368309.jpg,.jpg,0.17775917053222656
F:\Backup\Datasets\Downloads\VG100\VG_100K,2342171.jpg,.jpg,0.11819648742675781
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2391667.jpg,.jpg,0.21489715576171875
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2413088.jpg,.jpg,0.1681194305419922
F:\Backup\Datasets\Downloads\VG100\VG_100K,2373962.jpg,.jpg,0.11299705505371094
F:\Identificação Vacas\Cow Database\imagens\76,259.jpeg,.jpeg,0.41605281829833984
F:\Identificação Vacas\Cow Database\imagens\51,1586.jpeg,.jpeg,0.47391796112060547
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2406642.jpg,.jpg,0.16645050048828125
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2391147.jpg,.jpg,0.13129806518554688
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2405098.jpg,.jpg,0.25937843322753906
F:\Backup\Datasets\Downloads\VG100\VG_100K,2334466.jpg,.jpg,0.13226318359375
F:\Backup\Datasets\Downloads\VG100\VG_100K,2323810.jpg,.jpg,0.1971292495727539
F:\Iniciação Científica\Detecções de objetos\TM - Libras\Dataset\Tamanho original\Hospitalar\coronavirus,coronavirus - 29 - m.jpg,.jpg,0.18360519409179688
F:\Backup\Musicas\Selecionadas,The World Record - We're #1.mp3,.mp3,4.455885887145996
F:\Identificação Vacas\Cow Database\imagens\51,2575.jpeg,.jpeg,0.48340797424316406
F:\Backup\Datasets\Downloads\VG100\VG_100K,2375114.jpg,.jpg,0.14831256866455078
F:\Backup\Musicas\Selecionadas,Simón Poxyran - Mejor que ayer.mp3,.mp3,4.282102584838867
F:\Identificação Vacas\Cow Database\imagens\53,2154.jpeg,.jpeg,0.4796285629272461
F:\Identificação Vacas\Cow Database\imagens\51,944.jpeg,.jpeg,0.4522380828857422
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,1235.jpg,.jpg,0.10525703430175781
F:\Backup\Datasets\Downloads\VG100\VG_100K,2364301.jpg,.jpg,0.10392570495605469
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2408810.jpg,.jpg,0.10682010650634766
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2387268.jpg,.jpg,0.13072967529296875
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2413655.jpg,.jpg,0.11705207824707031
F:\Identificação Vacas\Cow Database\imagens\42,1906.jpeg,.jpeg,0.43062686920166016
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2384108.jpg,.jpg,0.10816192626953125
F:\Backup\Datasets\Downloads\VG100\VG_100K_2,2387431.jpg,.jpg,0.10677719116210938
F:\Backup\Datasets\Downloads\VG100\VG_100K,1592595.jpg,.jpg,0.36470508575439453
F:\Backup\Datasets\Downloads\VG100\VG_100K,2356211.jpg,.jpg,0.10182666778564453
F:\Backup\Datasets\descartadas\distância,000000127942.jpg,.jpg,0.23673439025878906
F:\Backup\Datasets\Downloads\VG100\VG_100K,2328706.jpg,.jpg,0.24165725708007812
F:\Identificação Vacas\Cow Database\imagens\44,304.jpeg,.jpeg,0.4638338088989258
